session_id,date,available_capacity,min_age_limit,allow_all_age,vaccine,available_capacity_dose1,available_capacity_dose2,max_age_limit,address,block,center_id,district
5086ee79-ba19-4b04-aff3-fd3122c74010,08-09-2021,599,45,False,COVISHIELD,300,299,,A7 KAILASH COLONY 1ST FLOOR MAIN ROAD NEXT TO METRO STATION NEW DELHI,Not Applicable,733279,South Delhi
56030ac1-3e0a-4392-b0de-7be53f4491ce,08-09-2021,590,18,False,COVISHIELD,298,292,44.0,A7 KAILASH COLONY 1ST FLOOR MAIN ROAD NEXT TO METRO STATION NEW DELHI,Not Applicable,733279,South Delhi
286d807a-a9fa-4d28-bd5b-cfae71311f87,09-09-2021,600,45,False,COVISHIELD,300,300,,A7 KAILASH COLONY 1ST FLOOR MAIN ROAD NEXT TO METRO STATION NEW DELHI,Not Applicable,733279,South Delhi
7885d11c-1279-4158-b297-4b1bb92fbe7e,09-09-2021,593,18,False,COVISHIELD,300,293,44.0,A7 KAILASH COLONY 1ST FLOOR MAIN ROAD NEXT TO METRO STATION NEW DELHI,Not Applicable,733279,South Delhi
cd7595b6-5ac0-4222-af25-b7ae3e3c4b4d,04-09-2021,0,18,True,COVISHIELD,0,0,,0PPOSITE BUS STAND NEAR BHOOL BHULIYA MEHRAULI,Not Applicable,593217,South Delhi
71cb6452-7124-41b6-a356-4cf23458d905,04-09-2021,0,18,True,COVISHIELD,0,0,,Rajkiya Varishtha M. Bal Vidyalaya Aya Nagar 110047,Not Applicable,694028,South Delhi
3a22926f-4ed2-42bd-906e-ee7d20da8865,04-09-2021,0,18,True,COVISHIELD,0,0,,PAMPOSH ENCLAVE GREATER KAILASH -1,Not Applicable,738591,South Delhi
388402e0-2f50-4c2c-9ed9-ef7b8202c31f,04-09-2021,0,18,True,COVISHIELD,0,0,,GARGI SCHOOL SAFDARJUNG ENCLAVE 110016,Not Applicable,694980,South Delhi
39c7a976-5352-4b67-a2c4-96c6dcbd08f0,04-09-2021,0,18,True,COVAXIN,0,0,,MCW HAUZ KHAS NEAR MCD SCHOOL KALU SARAIHAUZ KHAS,Not Applicable,8171,South Delhi
187eb021-d0fc-45dc-b934-21c40f0441f0,04-09-2021,0,18,True,COVISHIELD,0,0,,GARGI SCHOOL SAFDARJUNG ENCLAVE 110016,Not Applicable,694982,South Delhi
193b7177-18cd-4a73-b012-21dd73eddf6d,04-09-2021,64,18,True,COVISHIELD,35,29,,100 FEET ROAD CHATTARPUR ENCLAVE CHATTARPUR,Not Applicable,614530,South Delhi
345f214a-f2d8-41a9-b152-8b8d135bdb3a,04-09-2021,0,18,True,COVISHIELD,0,0,,Dr.Ambedkar Nagar Sector 5 Dakshinpuri New Delhi Delhi 110062,Not Applicable,701574,South Delhi
60d75cf9-e799-4cdc-a648-4549bd8707d4,04-09-2021,0,18,True,COVISHIELD,0,0,,SDMC SCHOOL MAIDAN GARHI,Not Applicable,697811,South Delhi
79bfce4a-bc47-4e4c-a8b6-b3d8decf3e64,04-09-2021,0,18,True,COVISHIELD,0,0,,GAUTAM NAGAR NEAR FATHER ANGEL SCHOOL,Not Applicable,593390,South Delhi
4d569583-b7a4-4f1d-89e2-0711046cc04f,04-09-2021,0,18,True,COVISHIELD,0,0,,IPP VIII Near Bus Stand Sanjay Colony Bhattimines New Delhi - 110074,Not Applicable,8093,South Delhi
8dd54d9d-97fb-4cc5-a9b6-6cdc4829a45e,04-09-2021,0,18,False,COVAXIN,0,0,44.0,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,580732,South Delhi
8e4e3f55-e979-4a5f-8307-f54a802690cc,04-09-2021,6,18,False,COVAXIN,0,6,44.0,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,590178,South Delhi
8009db07-c126-41d6-b844-ffc134f65600,04-09-2021,0,18,True,COVISHIELD,0,0,,Village FatehpurBeri New Delhi-110074,Not Applicable,614794,South Delhi
9690602e-ab3c-46df-99a5-aafa0521166f,04-09-2021,0,18,True,COVAXIN,0,0,,Sarvodaya Kanya Vidyalaya Chirag Delhi Swami Nagar,Not Applicable,694017,South Delhi
8548afbf-7e69-4da5-bcf3-16edf7218ef8,04-09-2021,38,18,False,COVISHIELD,37,1,44.0,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,614804,South Delhi
dea30b13-d250-4959-b579-39c1bfebb25d,05-09-2021,54,18,False,COVISHIELD,40,14,44.0,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,614804,South Delhi
ff5a6c64-1b9b-43a5-99d2-89481963b4e2,04-09-2021,119,18,True,COVAXIN,76,43,,N-88 Panchasheel Park New Delhi - 110017,Not Applicable,713124,South Delhi
8ddfb713-ae62-4d54-b9f3-7931262286b3,06-09-2021,75,18,True,COVAXIN,45,30,,N-88 Panchasheel Park New Delhi - 110017,Not Applicable,713124,South Delhi
29e4524c-e853-4727-b650-d3ba172c121b,07-09-2021,95,18,True,COVAXIN,50,45,,N-88 Panchasheel Park New Delhi - 110017,Not Applicable,713124,South Delhi
6f5f1725-4391-40f3-8aa1-119f1096b0a2,08-09-2021,89,18,True,COVAXIN,45,44,,N-88 Panchasheel Park New Delhi - 110017,Not Applicable,713124,South Delhi
872b4f2d-684b-4c5e-ac2c-a3b26fd422ce,09-09-2021,97,18,True,COVAXIN,49,48,,N-88 Panchasheel Park New Delhi - 110017,Not Applicable,713124,South Delhi
9853d57b-dce2-464a-a646-c30b724d004c,04-09-2021,0,18,True,COVISHIELD,0,0,,BACHAN PRASAD SCHOOL DEOLI TIGRI 110080,Not Applicable,694966,South Delhi
e4e65074-4514-45ed-88ef-50edd0603749,04-09-2021,25,18,True,COVISHIELD,0,25,,Malviya Nagar New Delhi Delhi 110017,Not Applicable,701559,South Delhi
67e22e13-be60-4c35-885a-8856aa50e129,04-09-2021,0,18,True,COVISHIELD,0,0,,GBSSS NO2 MEHRAULI,Not Applicable,709303,South Delhi
b18d9239-9d09-4af3-b416-7a71feaac635,04-09-2021,0,18,True,COVISHIELD,0,0,,PAMPOSH ENCLAVE GREATER KAILASH -1,Not Applicable,709266,South Delhi
fb754ff4-08f8-4604-b301-59e7782cbc4c,04-09-2021,0,18,True,COVISHIELD,0,0,,SHEIKH SARAI,Not Applicable,779805,South Delhi
d2db9b67-0ef6-4437-98f8-4f01348954fb,04-09-2021,0,18,True,COVISHIELD,0,0,,D1 Ilbs Vasant Kunj Marg Delhi,Not Applicable,576215,South Delhi
ccc92d6e-6d9d-4020-8823-a73a3d9c7df0,04-09-2021,0,18,True,COVISHIELD,0,0,,Malviya Nagar New Delhi Delhi 110017,Not Applicable,701557,South Delhi
94db4747-bed2-4c3d-b9c5-e36cab3aa212,04-09-2021,0,18,True,COVISHIELD,0,0,,Rajkiya Varishtha M. Bal Vidyalaya Aya Nagar 110047,Not Applicable,694034,South Delhi
c71b952e-4e00-4c37-a54b-79d9bd35b5b4,04-09-2021,0,18,True,COVAXIN,0,0,,Sarvodaya Kanya Vidyalaya Chirag Delhi Swami Nagar,Not Applicable,694026,South Delhi
ded242c2-228b-4ee5-855a-fe5ad1b2f996,04-09-2021,0,18,True,COVISHIELD,0,0,,819CHATTARPUR MAIN ROAD NEW DELHI,Not Applicable,675319,South Delhi
b4e8284d-f0b1-416f-88f7-d133d7eca779,04-09-2021,645,18,True,COVISHIELD,369,276,,C 6-8 SAFDARJUNG DEVELOPMENT AREA NEW DELHI,Not Applicable,712809,South Delhi
a03ca94a-427e-405e-9997-a13b89969b62,04-09-2021,0,18,True,COVISHIELD,0,0,,Rajkiya Varishtha M. Bal Vidyalaya Aya Nagar,Not Applicable,694012,South Delhi
72b7dc4d-2743-4bb1-bd6b-5a7dcfbbb1d6,04-09-2021,0,18,True,COVISHIELD,0,0,,Govt Girls Sr. Sec. School Chhattarpur 110074,Not Applicable,693924,South Delhi
c9fb18b9-de0f-4d22-8a62-e892587f57bd,04-09-2021,0,18,True,COVAXIN,0,0,,CGHS Dispensary Building Sec-4 Pushp Vihar New Delhi,Not Applicable,8076,South Delhi
027f6abb-836a-4479-856b-4f8f08409a73,04-09-2021,23,18,True,COVISHIELD,5,18,,507 DEOLI BANDH ROAD NEW DELHI,Not Applicable,614851,South Delhi
a3f08967-f0b6-4896-849e-f6d016532010,04-09-2021,0,18,True,COVISHIELD,0,0,,GBSSS NO2 MEHRAULI,Not Applicable,770355,South Delhi
a247cecf-c7f1-493d-b57d-8bcedee3f4d0,04-09-2021,0,18,True,COVAXIN,0,0,,M And CW Center Deoli Tigri D BlockTigriBehind Hanuman MandirTigriNew Delhi -62,Not Applicable,8115,South Delhi
225437aa-7981-41a3-8f53-2cf4c8455306,04-09-2021,28,18,True,COVISHIELD,0,28,,Malviya Nagar New Delhi Delhi 110017,Not Applicable,701560,South Delhi
44884382-cbfa-4350-a9f2-65fbeb61605a,04-09-2021,0,18,True,COVAXIN,0,0,,M B Road  Sec-1 Pushp ViharNew Delhi,Not Applicable,8077,South Delhi
2c9a0185-0f56-4790-b887-9bb796a8a239,04-09-2021,0,18,True,COVISHIELD,0,0,,Govt Girls Sr. Sec. School Chhattarpur 110074,Not Applicable,693936,South Delhi
0c2aff46-8890-4330-900c-e6c3c8d34901,04-09-2021,243,18,True,COVISHIELD,123,120,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
fcd669eb-3714-471e-92b9-293fdd42408b,05-09-2021,338,18,True,COVISHIELD,132,206,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
14df01dc-fddf-40f2-b2d6-162a000e3a59,06-09-2021,491,18,True,COVISHIELD,149,342,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
dd542be0-19e8-46c0-8572-09062dec03c9,07-09-2021,487,18,True,COVISHIELD,149,338,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
26edfc34-f958-431e-9ae4-411149fa12b3,08-09-2021,497,18,True,COVISHIELD,149,348,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
49fe2ab7-2756-4f48-8984-3b82295524b7,09-09-2021,497,18,True,COVISHIELD,150,347,,N 110 Block N Panchsheel Park,Not Applicable,685373,South Delhi
639bd494-2ed7-42d3-8bd0-a21c49f84a20,04-09-2021,5,18,False,COVAXIN,0,5,44.0,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,580734,South Delhi
4ff3f014-83de-4b3e-9972-c468579f3f13,04-09-2021,0,18,True,COVISHIELD,0,0,,Govt Girls Sr. Sec. School Chhattarpur 110074,Not Applicable,693933,South Delhi
76d6804e-31d2-49c7-b0d8-4852213ae0b7,04-09-2021,2,18,True,COVISHIELD,0,2,,SHEIKH SARAI,Not Applicable,779822,South Delhi
c3889abe-6629-442e-ad35-c0d1e5764490,04-09-2021,0,18,True,COVISHIELD,0,0,,Dr.Ambedkar Nagar Sector 5 Dakshinpuri New Delhi Delhi 110062,Not Applicable,702276,South Delhi
97a0c681-b093-444f-8a47-b987537de29e,04-09-2021,1,45,False,COVAXIN,0,1,,Mandir MargPress Enclave Road Saket New Delhi 110017,Not Applicable,560730,South Delhi
3fd1aca3-a3c0-4880-96cc-4fc7cfab9a16,10-09-2021,499,18,True,COVISHIELD,150,349,,N 110 Block N Panchsheel Park,Not Applicable,685375,South Delhi
